User ID,Age,Age Group,Gender,Location,Item ID,Title,Type,Genre,Release year,Director/Authors/Artist/Publisher,Rating,description,Interaction ID,Interaction Type,Interaction Time,Country Code,Country
58,51,Middle Aged,Female,"Lake Marissa, FL",78,Touching the Void,Book,Sports & Recreation,2004,Joe Simpson,6.4,"Joe Simpson and his climbing partner, Simon Yates, had just reached the top of a 21,000-foot peak in the Andes when disaster struck. Simpson plunged off the vertical face of an ice ledge, breaking his leg. In the hours that followed, darkness fell and a blizzard raged as Yates tried to lower his friend to safety. Finally, Yates was forced to cut the rope, moments before he would have been pulled to his own death. The next three days were an impossibly grueling ordeal for both men. Yates, certain that Simpson was dead, returned to base camp consumed with grief and guilt over abandoning him. Miraculously, Simpson had survived the fall, but crippled, starving, and severely frostbitten was trapped in a deep crevasse. Summoning vast reserves of physical and spiritual strength, Simpson crawled over the cliffs and canyons of the Andes, reaching base camp hours before Yates had planned to leave. How both men overcame the torments of those harrowing days is an epic tale of fear, suffering, and survival, and a poignant testament to unshakable courage and friendship.",69,Dislike,10-04-2020 05:47,FL,United States
59,32,Young Adult,Male,"Josephmouth, WV",79,Taken at the Flood,Book,Fiction,2002,Agatha Christie,9.7,"A Few Weeks After Marrying An Attractive Young Widow, Gordon Cloade Is Tragically Killed By A Bomb Blast In The London Blitz. Overnight, The Former Mrs Underhay Finds Herself In Sole Possession Of The Cloade Family Fortune. Shortly Afterwards, Hercule Poirot Receives A Visit From The Dead Man S Sister-In-Law Who Claims She Has Been Warned By Spirits That Mrs Underhay S First Husband Is Still Alive. Poirot Has His Suspicions When He Is Asked To Find A Missing Person Guided Only By The Spirit World. Yet What Mystifies Poirot Most Is The Woman S True Motive For Approaching Him&",70,Share,30-07-2023 02:02,WV,Venezuela
60,55,Elderly,Male,"South Amandaland, MS",80,A Nose for Murder,Book,Fiction,2003,Lee Charles Kelley,4.5,"Former cop-turned-dog trainer Jack Field is called in when the body of Allison DeMarco is found on her kitchen floor, accompanied by her high-strung Airedale, Ginger, and must enlist his special skills to find out what happened since Ginger appears to be the only witness to the crime. Original.",71,Purchase,22-12-2022 13:38,MS,Montserrat
61,18,Young Adult,Male,"Christopherborough, MP",81,Navarasa,TV Show,TV Shows,2021,"Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon",3.5,"From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series.",72,View,18-03-2024 02:01,MP,Northern Mariana Islands
62,21,Young Adult,Male,"North Jodi, WA",82,Quality-focused real-time time-frame,Game,Racing,1989,Maria Lee,7.2,Morning receive civil happen involve. Result present cell.,73,Like,15-09-2020 21:00,WA,United States
62,21,Young Adult,Male,"North Jodi, WA",83,The Mentalist,TV Show,"Crime, Drama, Mystery",2012,Bruno Heller,1.6,"Patrick Jane, a former celebrity psychic medium, uses his razor sharp skills of observation and expertise at ""reading"" people to solve serious crimes with the California Bureau of Investigation.",74,View,25-09-2023 00:27,WA,United States
63,73,Old Aged,Female,"Grahamview, MH",84,The One Tree,Book,American fiction,1982,Stephen R. Donaldson,4.7,Volume Two of Stephen Donaldson's acclaimed second trilogy featuing the compelling anti-hero Thomas Covenant.,75,Dislike,21-12-2020 22:19,MH,Marshall Islands
63,73,Old Aged,Female,"Grahamview, MH",85,Wind River,Movie,"Dramas, Independent Movies",2017,Taylor Sheridan,8,A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,76,Purchase,31-03-2021 13:59,MH,Marshall Islands
64,35,Young Adult,Female,"Christinestad, SC",86,The Queen,Movie,"Dramas, International Movies",2006,Stephen Frears,2.1,"After Princess Diana's death, Queen Elizabeth II and Tony Blair face public demands that she be memorialized in a manner beyond standard protocol.",77,View,03-01-2020 13:49,SC,Seychelles
65,26,Young Adult,Female,"Lake Bradleyfort, OR",87,Reduced composite workforce,Music,Rap,1967,Mariah Terry,1.1,Usually drive want notice than side.,78,View,08-07-2022 12:28,OR,United States
66,48,Middle Aged,Female,"North Keith, NY",88,C Kkompany,Movie,"Action & Adventure, Comedies, International Movies",2008,Sachin Yardi,9.1,"Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",79,Share,12-03-2021 00:46,NY,United States
67,24,Young Adult,Female,"North Cynthiaville, AR",89,Ameliorated 4thgeneration concept,Music,R&B (Rhythm and Blues),1974,Barbara Todd,6.8,Foreign purpose rich air sure. Wait room poor. That suggest which happen live red.,80,View,12-04-2021 12:16,AR,Argentina
68,44,Middle Aged,Female,"East Michelleburgh, NJ",90,Ghost Lab,Movie,"Horror Movies, International Movies, Thrillers",2021,Paween Purijitpanya,8.4,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",81,Like,18-05-2021 00:07,NJ,United States
69,21,Young Adult,Male,"West Derek, NC",91,Thimmarusu,Movie,"Dramas, International Movies",2021,Sharan Koppisetty,8.9,"Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",82,Purchase,17-06-2022 12:04,NC,New Caledonia
69,21,Young Adult,Male,"West Derek, NC",92,America: The Motion Picture,Movie,"Action & Adventure, Comedies",2021,Matt Thompson,3.1,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,83,View,18-05-2020 22:13,NC,New Caledonia
69,21,Young Adult,Male,"West Derek, NC",93,Tango Feroz,Movie,"Classic Movies, Dramas, International Movies",1993,Marcelo Piñeyro,9.9,"One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.",84,Dislike,17-08-2023 14:17,NC,New Caledonia
70,69,Elderly,Male,"New Bonnie, MA",94,Osuofia in London,Movie,"Comedies, Dramas, International Movies",2003,Kingsley Ogoro,3,"A villager in Nigeria becomes the sole beneficiary of his late brother's estate in England, which, according to custom, includes his brother's fiancée.",85,View,13-03-2023 11:35,MA,Morocco
71,30,Young Adult,Female,"Johnsonville, PR",95,Realigned real-time hub,Music,Metal,1977,Amy Jackson,6.5,Policy cause sing. Sign executive or.,86,Dislike,19-12-2022 00:16,PR,Puerto Rico
72,29,Young Adult,Female,"South Elizabethmouth, RI",96,The Mirror Has Two Faces,Movie,"Comedies, Dramas, Romantic Movies",1996,Barbra Streisand,2.5,"Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage.",87,Share,29-04-2021 16:00,RI,United States
73,73,Old Aged,Male,"Bradfort, WI",97,Hawaii Five-0,TV Show,"Crime, Drama, Action & Adventure",2010,"Alex Kurtzman, Roberto Orci, Peter M. Lenkov",4.4,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",88,Share,20-11-2020 22:37,WI,United States
74,73,Old Aged,Male,"Mariastad, TX",98,Gossip Girl,TV Show,"Drama, Mystery",2007,"Josh Schwartz, Stephanie Savage",9.7,An exclusive group of privileged teens from a posh prep school on Manhattan's Upper East Side whose lives revolve around the blog of the all-knowing albeit ultra-secretive Gossip Girl.,89,Dislike,02-11-2024 15:41,TX,United States
74,73,Old Aged,Male,"Mariastad, TX",99,Batwoman,TV Show,"Sci-Fi & Fantasy, Action & Adventure",2019,Caroline Dries,4.4,"Kate Kane, armed with a passion for social justice and a flair for speaking her mind, soars onto the streets of Gotham as Batwoman, an out lesbian and highly trained street fighter primed to snuff out the failing city's criminal resurgence. But don't call her a hero yet. In a city desperate for a savior, Kate must overcome her own demons before embracing the call to be Gotham's symbol of hope",90,View,17-12-2022 13:10,TX,United States
75,80,Old Aged,Male,"East Paul, AR",100,Glittering Images,Book,English fiction,1996,Susan Howatch,3.5,"It is 1937, and Charles Ashworth, a Canon to the Archbishop of Canterbury, is sent to untangle a web of self-delusion and corruption at the episcopal palace of the charismatic Bishop of Starbridge.",91,Dislike,04-03-2022 17:18,AR,Argentina
76,72,Old Aged,Male,"Matthewmouth, VI",101,Loki,TV Show,"Drama, Sci-Fi & Fantasy",2021,Michael Waldron,8,"After stealing the Tesseract during the events of “Avengers: Endgame,” an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a “time variant” or help fix the timeline and stop a greater threat.",92,Dislike,13-03-2024 23:42,VI,United States
77,49,Middle Aged,Female,"Jamesville, MN",102,2 Hearts,Movie,"Dramas, Faith & Spirituality, Romantic Movies",2020,Lance Hool,7.5,"In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story.",93,Dislike,08-12-2023 21:53,MN,Mongolia
78,43,Middle Aged,Male,"Port Hannahville, DE",103,The Wire,TV Show,"Crime, Drama",2002,David Simon,3.4,"Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.",94,Dislike,02-02-2022 17:34,DE,Germany
79,18,Young Adult,Female,"Davidtown, SD",104,Poms,Movie,Comedies,2019,Zara Hayes,7.6,"After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors.",95,Purchase,10-06-2023 06:33,SD,Sudan
80,68,Elderly,Female,"Hunterberg, IA",105,Cosmic Sin,Movie,Action & Adventure,2021,Edward Drake,3.6,"In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet.",96,View,08-12-2020 16:38,IA,United States
81,62,Elderly,Female,"New Bradley, TN",106,Rick and Morty,TV Show,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",2013,"Dan Harmon, Justin Roiland",2.6,"Rick is a mentally-unbalanced but scientifically gifted old man who has recently reconnected with his family. He spends most of his time involving his young grandson Morty in dangerous, outlandish adventures throughout space and alternate universes. Compounded with Morty's already unstable family life, these events cause Morty much distress at home and school.",97,Share,18-08-2021 09:46,TN,Tunisia
82,36,Middle Aged,Male,"Brianstad, GA",107,Supergirl,TV Show,"Drama, Sci-Fi & Fantasy, Action & Adventure",2015,"Greg Berlanti, Ali Adler, Andrew Kreisberg",7.1,"Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",98,View,21-08-2022 11:12,GA,Gabon
83,55,Elderly,Male,"West Ashley, NY",108,The Good Place,TV Show,"Sci-Fi & Fantasy, Comedy",2016,Michael Schur,5.3,"Eleanor Shellstrop, an ordinary woman who, through an extraordinary string of events, enters the afterlife where she comes to realize that she hasn't been a very good person. With the help of her wise afterlife mentor, she's determined to shed her old way of living and discover the awesome (or at least the pretty good) person within.",99,Like,09-11-2022 19:17,NY,United States
84,21,Young Adult,Male,"South Christy, SC",109,Metro Girl,Book,Fiction,2005,Janet Evanovich,2.4,"Alexandra (Barney) Barnaby roars onto the Miami Beach scene in hot pursuit of her missing baby brother, ""Wild"" Bill. Leave it to the maverick of the family to get Barney involved with high-speed car chases, a search for sunken treasure, and Sam Hooker, a NASCAR driver who’s good at revving a woman's engine. Engaged in a deadly race, Bill has ""borrowed"" Hooker's sixty-five-foot Hatteras and sailed off into the sunset...just when Hooker has plans for the boat. Hooker figures he'll attach himself to Barney and maybe run into scumbag Bill. And better yet, maybe he'll get lucky in love with Bill's sweetie pie sister. The pedal will have to go to metal if Barney and Hooker want to be the first to cross the finish line, save Bill, Hooker's boat...and maybe the world.",100,Dislike,03-11-2020 23:18,SC,Seychelles
85,50,Middle Aged,Male,"Caitlinfort, WV",110,Amelia Bedelia Helps Out,Book,Juvenile Fiction,2005,Peggy Parish,7.2,"Starring everyone's favourite literal–minded housekeeper, Amelia Bedelia Helps Out appears for the first time in full colour and as an I Can Read Book! A neighbor needs Amelia Bedelia's helping hands, so everyone's favorite housekeeper is off to Miss Emma's house for a day of work. It's a good thing Miss Emma likes to laugh, because Amelia Bedelia makes her usual merry mess! "" Available for the first time in full color! "" The zany antics of Amelia Bedelia, one of children's books most lovable characters, have been enjoyed by kids for more than 40 years! "" Herman Parish, nephew to Peggy Parish, who was the original creator of Amelia Bedelia, carries on the tradition of his aunt with new books starring the entertaining housekeeper. Ages 4–8",101,Share,02-01-2024 12:42,WV,Venezuela
